1,menu
10,scana
11,scanb
12,scan1
13,scan2
14,scanok
15,scanx1
16,scanx2
17,scanx3
20,pay
21,payok1
22,payok2
30,type
31,typeok
32,typex1
33,typex2
40,pass1
41,pass2
42,passdf
43,passx1
44,passx2
45,pass
46,passx
50,openok
51,openoke
52,openxp
55,free
56,freeok
57,freexp
80,menu2
81,help1
82,help2
83,help3
84,about
85,payupd
